# dataset: GeoCSV 2.0
# field_unit: ISO_8601, degC, #, %, #, #, inch H2O, in/hr, #, #, #, #, #, #, #, #, #, #, %, #
# field_type: datetime, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float
# attribution: cisl-chords.cloud.ucar.edu
# doi: https://doi.org/10.5065/d6v1236q
# doi_citation: https://citation.crosscite.org/?doi=10.5065/d6v1236q
# chords_version: 1.0.2
# chords_version_sha: a6def0f
# delimiter: ,
# instrument_name: NEON Test Site/RMNP
# sensor_id: neon000
# creation_date: 2024-06-13 15:32:21 +0000
# data collection site: NEON/RMNP
# data collection longitude: -105.542287491
# data collection latitude: 40.277041294
# data collection elevation: 2815.438 meters
# Measurements in File: 39568
# Units of Measure: milliseconds, degC, #, %, #, #, inch H2O, in/hr, #, #, #, #, #, #, #, #, #, #, %, #
Time,Temperature,UVAB,Humidity,Pressure,VOC (aggregate),Precipitation,Precipitation Rate,PM2.5,PM10,PM1.0, Particle Count (3um) , Particle Count (5um) ,Particle Count (10um) , Particle Count (25um) , Particle Count (50um) , Particle Count (100um) ,PM1.0 (environmental),PM2.5 (environmental),PM10 (environmental)
2023-09-12T00:05:01Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:05:03Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T00:06:35Z,9.695263,,,73745,,,,,,,,,,,,,,,
2023-09-12T00:06:36Z,,,76.786308,,,,,,,,,,,,,,,,
2023-09-12T00:06:37Z,,,,,17113,,,,,,,,,,,,,,
2023-09-12T00:06:41Z,,,,,,,,,,3,,,,,,,,,
2023-09-12T00:06:42Z,,,,,,,,3,3,,,,,,,,,,
2023-09-12T00:09:02Z,9.686063,,,73745,,,,,,,,,,,,,,,
2023-09-12T00:09:03Z,,,77.071274,,,,,,,,,,,,,,,,
2023-09-12T00:09:04Z,,,,,25013,,,,,,,,,,,,,,
2023-09-12T00:09:08Z,,,,,,,,,,2,,,,,,,,,
2023-09-12T00:09:09Z,,,,,,,,3,,,,,,,,,,,
2023-09-12T00:09:10Z,,,,,,,,,3,,,,,,,,2,,
2023-09-12T00:09:11Z,,,,,,,,,,,,,,,,,,3,
2023-09-12T00:09:12Z,,,,,,,,,,,,,,,,,,,3
2023-09-12T00:09:13Z,,,,,,,,,,,486,141,,,,,,,
2023-09-12T00:09:14Z,,,,,,,,,,,,,15,,,,,,
2023-09-12T00:09:15Z,,,,,,,,,,,,,,2,,,,,
2023-09-12T00:09:16Z,,,,,,,,,,,,,,,,0,,,
2023-09-12T00:12:04Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:14:24Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:14:26Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T00:16:10Z,9.527121,,,,,,,,,,,,,,,,,,
2023-09-12T00:16:11Z,,,,73744,,,,,,,,,,,,,,,
2023-09-12T00:21:27Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:21:29Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T00:23:18Z,9.425919,,,,,,,,,,,,,,,,,,
2023-09-12T00:23:19Z,,,,73739,,,,,,,,,,,,,,,
2023-09-12T00:23:20Z,,,77.7827,,18211,,,,,,,,,,,,,,
2023-09-12T00:23:24Z,,,,,,,,,,2,,,,,,,,,
2023-09-12T00:23:25Z,,,,,,,,3,,,,,,,,,,,
2023-09-12T00:23:26Z,,,,,,,,,3,,,,,,,,,,
2023-09-12T00:23:27Z,,,,,,,,,,,,,,,,,2,3,
2023-09-12T00:23:28Z,,,,,,,,,,,,,,,,,,,3
2023-09-12T00:23:29Z,,,,,,,,,,,474,,,,,,,,
2023-09-12T00:23:30Z,,,,,,,,,,,,142,,,,,,,
2023-09-12T00:23:31Z,,,,,,,,,,,,,20,0,,,,,
2023-09-12T00:23:33Z,,,,,,,,,,,,,,,,0,,,
2023-09-12T00:28:32Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:28:37Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T00:30:26Z,9.340261,,,,,,,,,,,,,,,,,,
2023-09-12T00:30:27Z,,,,73744,,,,,,,,,,,,,,,
2023-09-12T00:30:28Z,,,78.03521,,,,,,,,,,,,,,,,
2023-09-12T00:35:38Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:35:41Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T00:37:34Z,9.211776,,,,,,,,,,,,,,,,,,
2023-09-12T00:37:35Z,,,,73739,,,,,,,,,,,,,,,
2023-09-12T00:37:36Z,,,78.237244,,,,,,,,,,,,,,,,
2023-09-12T00:37:37Z,,,,,17601,,,,,,,,,,,,,,
2023-09-12T00:37:41Z,,,,,,,,,,2,,,,,,,,,
2023-09-12T00:37:42Z,,,,,,,,3,3,,,,,,,,,,
2023-09-12T00:37:43Z,,,,,,,,,,,,,,,,,2,,
2023-09-12T00:37:44Z,,,,,,,,,,,,,,,,,,3,
2023-09-12T00:37:45Z,,,,,,,,,,,447,,,,,,,,3
2023-09-12T00:37:46Z,,,,,,,,,,,,139,,,,,,,
2023-09-12T00:37:47Z,,,,,,,,,,,,,20,,,,,,
2023-09-12T00:37:48Z,,,,,,,,,,,,,,0,,,,,
2023-09-12T00:37:49Z,,,,,,,,,,,,,,,,0,,,
2023-09-12T00:42:41Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:44:43Z,9.13183,,,,,,,,,,,,,,,,,,
2023-09-12T00:44:44Z,,,78.860901,73739,,,,,,,,,,,,,,,
2023-09-12T00:44:45Z,,,,,17254,,,,,,,,,,,,,,
2023-09-12T00:44:49Z,,,,,,,,,,1,,,,,,,,,
2023-09-12T00:44:50Z,,,,,,,,2,,,,,,,,,,,
2023-09-12T00:44:51Z,,,,,,,,,2,,,,,,,,1,,
2023-09-12T00:44:52Z,,,,,,,,,,,,,,,,,,2,
2023-09-12T00:44:53Z,,,,,,,,,,,,,,,,,,,2
2023-09-12T00:44:54Z,,,,,,,,,,,483,142,,,,,,,
2023-09-12T00:44:55Z,,,,,,,,,,,,,6,,,,,,
2023-09-12T00:44:56Z,,,,,,,,,,,,,,0,,,,,
2023-09-12T00:44:58Z,,,,,,,,,,,,,,,,0,,,
2023-09-12T00:51:52Z,8.99002,,,,,,,,,,,,,,,,,,
2023-09-12T00:51:53Z,,,79.491661,73743,,,,,,,,,,,,,,,
2023-09-12T00:51:54Z,,,,,17030,,,,,,,,,,,,,,
2023-09-12T00:51:58Z,,,,,,,,,,2,,,,,,,,,
2023-09-12T00:51:59Z,,,,,,,,3,,,,,,,,,,,
2023-09-12T00:52:00Z,,,,,,,,,5,,,,,,,,2,,
2023-09-12T00:52:01Z,,,,,,,,,,,,,,,,,,3,
2023-09-12T00:52:02Z,,,,,,,,,,,,,,,,,,,5
2023-09-12T00:52:03Z,,,,,,,,,,,498,,,,,,,,
2023-09-12T00:52:04Z,,,,,,,,,,,,150,25,,,,,,
2023-09-12T00:52:05Z,,,,,,,,,,,,,,2,,,,,
2023-09-12T00:52:07Z,,,,,,,,,,,,,,,,0,,,
2023-09-12T00:59:01Z,9.026504,,,,,,,,,,,,,,,,,,
2023-09-12T00:59:02Z,,,78.956047,73743,,,,,,,,,,,,,,,
2023-09-12T00:59:03Z,,,,,17268,,,,,,,,,,,,,,
2023-09-12T00:59:07Z,,,,,,,,,,2,,,,,,,,,
2023-09-12T00:59:08Z,,,,,,,,2,,,,,,,,,,,
2023-09-12T00:59:09Z,,,,,,,,,2,,,,,,,,2,,
2023-09-12T00:59:10Z,,,,,,,,,,,,,,,,,,2,
2023-09-12T00:59:11Z,,,,,,,,,,,,,,,,,,,2
2023-09-12T00:59:12Z,,,,,,,,,,,555,,,,,,,,
2023-09-12T00:59:13Z,,,,,,,,,,,,159,18,,,,,,
2023-09-12T00:59:14Z,,,,,,,,,,,,,,0,,,,,
2023-09-12T00:59:16Z,,,,,,,,,,,,,,,,0,,,
2023-09-12T00:59:25Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T00:59:27Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T01:06:10Z,9.056643,,,,,,,,,,,,,,,,,,
2023-09-12T01:06:11Z,,,,73746,,,,,,,,,,,,,,,
2023-09-12T01:06:12Z,,,79.368225,,,,,,,,,,,,,,,,
2023-09-12T01:06:13Z,,,,,17113,,,,,,,,,,,,,,
2023-09-12T01:06:17Z,,,,,,,,2,,1,,,,,,,,,
2023-09-12T01:06:18Z,,,,,,,,,2,,,,,,,,,,
2023-09-12T01:06:19Z,,,,,,,,,,,,,,,,,1,,
2023-09-12T01:06:20Z,,,,,,,,,,,,,,,,,,2,2
2023-09-12T01:06:21Z,,,,,,,,,,,375,,,,,,,,
2023-09-12T01:06:22Z,,,,,,,,,,,,116,,,,,,,
2023-09-12T01:06:23Z,,,,,,,,,,,,,12,,,,,,
2023-09-12T01:06:33Z,,,,,,0,,,,,,,,,,,,,
2023-09-12T01:06:34Z,,,,,,,0,,,,,,,,,,,,
2023-09-12T01:08:40Z,9.06965,,79.296021,73746,25284,,,,,,,,,,,,,,
