# dataset: GeoCSV 2.0
# field_unit: ISO_8601, degC, #, %, #, #, inch H2O, in/hr, #, #, #, #, #, #, #, #, #, #, %, #
# field_type: datetime, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float
# attribution: cisl-chords.cloud.ucar.edu
# doi: https://doi.org/10.5065/d6v1236q
# doi_citation: https://citation.crosscite.org/?doi=10.5065/d6v1236q
# chords_version: 1.0.2
# chords_version_sha: a6def0f
# delimiter: ,
# instrument_name: NEON Test Site/RMNP
# sensor_id: neon000
# creation_date: 2024-06-13 15:32:50 +0000
# data collection site: NEON/RMNP
# data collection longitude: -105.542287491
# data collection latitude: 40.277041294
# data collection elevation: 2815.438 meters
# Measurements in File: 41480
# Units of Measure: milliseconds, degC, #, %, #, #, inch H2O, in/hr, #, #, #, #, #, #, #, #, #, #, %, #
Time,Temperature,UVAB,Humidity,Pressure,VOC (aggregate),Precipitation,Precipitation Rate,PM2.5,PM10,PM1.0, Particle Count (3um) , Particle Count (5um) ,Particle Count (10um) , Particle Count (25um) , Particle Count (50um) , Particle Count (100um) ,PM1.0 (environmental),PM2.5 (environmental),PM10 (environmental)
2024-02-13T00:00:51Z,-0.774004,,,,,,,,,,,,,,,,,,
2024-02-13T00:00:52Z,,,,72454,,,,,,,,,,,,,,,
2024-02-13T00:00:53Z,,,43.206379,,2310996,,,,,,,,,,,,,,
2024-02-13T00:01:20Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:07:59Z,-0.886931,,,,,,,,,,,,,,,,,,
2024-02-13T00:08:00Z,,,,72460,,,,,,,,,,,,,,,
2024-02-13T00:08:01Z,,,43.507565,,2335069,,,,,,,,,,,,,,
2024-02-13T00:08:05Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T00:08:06Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T00:08:07Z,,,,,,,,,0,,,,,,,,,,
2024-02-13T00:08:08Z,,,,,,,,,,,,,,,,,0,0,
2024-02-13T00:08:09Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T00:08:10Z,,,,,,,,,,,6,,,,,,,,
2024-02-13T00:08:11Z,,,,,,,,,,,,2,,,,,,,
2024-02-13T00:08:12Z,,,,,,,,,,,,,0,0,,,,,
2024-02-13T00:08:14Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T00:08:23Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:08:26Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:15:10Z,-0.981144,,,,,,,,,,,,,,,,,,
2024-02-13T00:15:12Z,,,,72464,,,,,,,,,,,,,,,
2024-02-13T00:15:14Z,,,45.753868,,,,,,,,,,,,,,,,
2024-02-13T00:15:15Z,,,,,2230514,,,,,,,,,,,,,,
2024-02-13T00:15:21Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T00:15:23Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T00:15:33Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:15:38Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:22:35Z,-1.202875,,,72464,,,,,,,,,,,,,,,
2024-02-13T00:22:36Z,,,45.265011,,,,,,,,,,,,,,,,
2024-02-13T00:22:37Z,,,,,2158908,,,,,,,,,,,,,,
2024-02-13T00:22:41Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T00:22:42Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T00:22:43Z,,,,,,,,,0,,,,,,,,0,,
2024-02-13T00:22:44Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T00:22:45Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T00:22:46Z,,,,,,,,,,,6,0,,,,,,,
2024-02-13T00:22:47Z,,,,,,,,,,,,,0,,,,,,
2024-02-13T00:22:48Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T00:22:49Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T00:24:58Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:25:00Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:29:43Z,-1.124206,,,,,,,,,,,,,,,,,,
2024-02-13T00:29:44Z,,,45.333557,72475,,,,,,,,,,,,,,,
2024-02-13T00:29:45Z,,,,,2172859,,,,,,,,,,,,,,
2024-02-13T00:29:49Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T00:29:50Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T00:29:51Z,,,,,,,,,0,,,,,,,,0,,
2024-02-13T00:29:52Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T00:29:53Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T00:29:54Z,,,,,,,,,,,0,0,,,,,,,
2024-02-13T00:29:55Z,,,,,,,,,,,,,0,,,,,,
2024-02-13T00:29:56Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T00:29:58Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T00:32:01Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:32:03Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:36:51Z,-1.381782,,,,,,,,,,,,,,,,,,
2024-02-13T00:36:52Z,,,,72489,,,,,,,,,,,,,,,
2024-02-13T00:36:53Z,,,45.422157,,2138315,,,,,,,,,,,,,,
2024-02-13T00:36:57Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T00:36:58Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T00:36:59Z,,,,,,,,,0,,,,,,,,,,
2024-02-13T00:37:00Z,,,,,,,,,,,,,,,,,0,0,
2024-02-13T00:37:01Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T00:37:02Z,,,,,,,,,,,0,,,,,,,,
2024-02-13T00:37:03Z,,,,,,,,,,,,0,,,,,,,
2024-02-13T00:39:04Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:39:07Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:43:59Z,-1.47758,,,,,,,,,,,,,,,,,,
2024-02-13T00:44:00Z,,,,72490,,,,,,,,,,,,,,,
2024-02-13T00:44:01Z,,,46.584389,,,,,,,,,,,,,,,,
2024-02-13T00:44:02Z,,,,,2066052,,,,,,,,,,,,,,
2024-02-13T00:46:07Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:46:10Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:51:07Z,-1.381465,,,,,,,,,,,,,,,,,,
2024-02-13T00:51:08Z,,,,72503,,,,,,,,,,,,,,,
2024-02-13T00:51:09Z,,,47.509403,,,,,,,,,,,,,,,,
2024-02-13T00:51:10Z,,,,,1957787,,,,,,,,,,,,,,
2024-02-13T00:51:14Z,,,,,,,,0,,0,,,,,,,,,
2024-02-13T00:51:15Z,,,,,,,,,0,,,,,,,,,,
2024-02-13T00:51:16Z,,,,,,,,,,,,,,,,,0,,
2024-02-13T00:51:17Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T00:51:18Z,,,,,,,,,,,0,,,,,,,,0
2024-02-13T00:51:19Z,,,,,,,,,,,,0,,,,,,,
2024-02-13T00:51:20Z,,,,,,,,,,,,,0,,,,,,
2024-02-13T00:51:21Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T00:51:22Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T00:53:10Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T00:53:13Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T00:58:16Z,-1.425557,,,,,,,,,,,,,,,,,,
2024-02-13T00:58:17Z,,,47.887257,72494,,,,,,,,,,,,,,,
2024-02-13T00:58:18Z,,,,,1846259,,,,,,,,,,,,,,
2024-02-13T00:58:22Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T00:58:23Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T00:58:24Z,,,,,,,,,0,,,,,,,,0,,
2024-02-13T00:58:25Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T00:58:26Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T00:58:27Z,,,,,,,,,,,18,4,,,,,,,
2024-02-13T00:58:28Z,,,,,,,,,,,,,0,,,,,,
2024-02-13T00:58:29Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T00:58:31Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T01:00:14Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:00:16Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:05:24Z,-1.538802,,,,,,,,,,,,,,,,,,
2024-02-13T01:05:25Z,,,49.172852,72485,,,,,,,,,,,,,,,
2024-02-13T01:05:26Z,,,,,1725465,,,,,,,,,,,,,,
2024-02-13T01:05:30Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T01:05:31Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T01:05:32Z,,,,,,,,,0,,,,,,,,0,,
2024-02-13T01:05:33Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T01:05:34Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T01:05:35Z,,,,,,,,,,,0,,,,,,,,
2024-02-13T01:05:36Z,,,,,,,,,,,,0,0,,,,,,
2024-02-13T01:05:37Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T01:05:39Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T01:07:17Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:07:19Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:12:32Z,-1.528968,,,,,,,,,,,,,,,,,,
2024-02-13T01:12:33Z,,,48.826775,72504,,,,,,,,,,,,,,,
2024-02-13T01:12:34Z,,,,,1654366,,,,,,,,,,,,,,
2024-02-13T01:12:38Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T01:12:39Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T01:12:40Z,,,,,,,,,0,,,,,,,,0,,
2024-02-13T01:12:41Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T01:12:42Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T01:12:43Z,,,,,,,,,,,12,,,,,,,,
2024-02-13T01:12:44Z,,,,,,,,,,,,2,0,,,,,,
2024-02-13T01:12:45Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T01:12:47Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T01:14:20Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:14:22Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:19:40Z,-1.4798,,,,,,,,,,,,,,,,,,
2024-02-13T01:19:41Z,,,,72499,,,,,,,,,,,,,,,
2024-02-13T01:19:42Z,,,50.427135,,1533637,,,,,,,,,,,,,,
2024-02-13T01:19:46Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T01:19:47Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T01:19:48Z,,,,,,,,,0,,,,,,,,,,
2024-02-13T01:19:49Z,,,,,,,,,,,,,,,,,0,0,
2024-02-13T01:19:50Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T01:19:51Z,,,,,,,,,,,0,,,,,,,,
2024-02-13T01:19:52Z,,,,,,,,,,,,0,0,,,,,,
2024-02-13T01:19:53Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T01:19:55Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T01:21:23Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:21:26Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:26:48Z,-1.723735,,,,,,,,,,,,,,,,,,
2024-02-13T01:26:49Z,,,,72502,,,,,,,,,,,,,,,
2024-02-13T01:26:50Z,,,49.896194,,1494444,,,,,,,,,,,,,,
2024-02-13T01:26:54Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T01:26:55Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T01:26:56Z,,,,,,,,,0,,,,,,,,,,
2024-02-13T01:26:57Z,,,,,,,,,,,,,,,,,0,,
2024-02-13T01:26:58Z,,,,,,,,,,,,,,,,,,0,0
2024-02-13T01:28:26Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:28:28Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:34:03Z,-1.731348,,,,,,,,,,,,,,,,,,
2024-02-13T01:34:05Z,,,,72499,,,,,,,,,,,,,,,
2024-02-13T01:34:07Z,,,48.36784,,,,,,,,,,,,,,,,
2024-02-13T01:34:09Z,,,,,1498607,,,,,,,,,,,,,,
2024-02-13T01:35:29Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:35:31Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:41:26Z,-1.672982,,,72487,,,,,,,,,,,,,,,
2024-02-13T01:41:27Z,,,50.874065,,,,,,,,,,,,,,,,
2024-02-13T01:41:28Z,,,,,1582352,,,,,,,,,,,,,,
2024-02-13T01:41:32Z,,,,,,,,,,0,,,,,,,,,
2024-02-13T01:41:33Z,,,,,,,,0,,,,,,,,,,,
2024-02-13T01:41:34Z,,,,,,,,,0,,,,,,,,0,,
2024-02-13T01:41:35Z,,,,,,,,,,,,,,,,,,0,
2024-02-13T01:41:36Z,,,,,,,,,,,,,,,,,,,0
2024-02-13T01:41:37Z,,,,,,,,,,,6,0,,,,,,,
2024-02-13T01:41:38Z,,,,,,,,,,,,,0,,,,,,
2024-02-13T01:41:39Z,,,,,,,,,,,,,,0,,,,,
2024-02-13T01:41:40Z,,,,,,,,,,,,,,,,0,,,
2024-02-13T01:42:33Z,,,,,,0,,,,,,,,,,,,,
2024-02-13T01:42:35Z,,,,,,,0,,,,,,,,,,,,
2024-02-13T01:48:34Z,-1.897566,,,72466,,,,,,,,,,,,,,,
2024-02-13T01:48:35Z,,,49.215698,,,,,,,,,,,,,,,,
2024-02-13T01:48:36Z,,,,,1583284,,,,,,,,,,,,,,
2024-02-13T01:48:40Z,,,,,,,,,,0,,,,,,,,,
