# dataset: GeoCSV 2.0
# field_unit: ISO_8601, degC, #, %, #, #, inch H2O, in/hr, #, #, #, #, #, #, #, #, #, #, %, #
# field_type: datetime, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float
# attribution: cisl-chords.cloud.ucar.edu
# doi: https://doi.org/10.5065/d6v1236q
# doi_citation: https://citation.crosscite.org/?doi=10.5065/d6v1236q
# chords_version: 1.0.2
# chords_version_sha: a6def0f
# delimiter: ,
# instrument_name: NEON Test Site/RMNP
# sensor_id: neon000
# creation_date: 2024-06-13 15:32:57 +0000
# data collection site: NEON/RMNP
# data collection longitude: -105.542287491
# data collection latitude: 40.277041294
# data collection elevation: 2815.438 meters
# Measurements in File: 5875
# Units of Measure: milliseconds, degC, #, %, #, #, inch H2O, in/hr, #, #, #, #, #, #, #, #, #, #, %, #
Time,Temperature,UVAB,Humidity,Pressure,VOC (aggregate),Precipitation,Precipitation Rate,PM2.5,PM10,PM1.0, Particle Count (3um) , Particle Count (5um) ,Particle Count (10um) , Particle Count (25um) , Particle Count (50um) , Particle Count (100um) ,PM1.0 (environmental),PM2.5 (environmental),PM10 (environmental)
2024-03-26T00:00:24Z,-6.706018,,,,,,,,,,,,,,,,,,
2024-03-26T00:00:26Z,,,,71575,,,,,,,,,,,,,,,
2024-03-26T00:00:28Z,,,72.687721,,,,,,,,,,,,,,,,
2024-03-26T00:00:30Z,,,,,254179,,,,,,,,,,,,,,
2024-03-26T00:00:36Z,,,,,,,,,,2,,,,,,,,,
2024-03-26T00:00:37Z,,,,,,,,3,,,,,,,,,,,
2024-03-26T00:02:57Z,,,,,,0,,,,,,,,,,,,,
2024-03-26T00:02:59Z,,,,,,,0,,,,,,,,,,,,
2024-03-26T00:07:48Z,-6.743764,,,,,,,,,,,,,,,,,,
2024-03-26T00:07:49Z,,,,71582,,,,,,,,,,,,,,,
2024-03-26T00:07:50Z,,,72.869324,,252819,,,,,,,,,,,,,,
2024-03-26T00:07:55Z,,,,,,,,4,,3,,,,,,,,,
2024-03-26T00:07:56Z,,,,,,,,,4,,,,,,,,,,
2024-03-26T00:07:57Z,,,,,,,,,,,,,,,,,3,,
2024-03-26T00:07:58Z,,,,,,,,,,,,,,,,,,4,
2024-03-26T00:07:59Z,,,,,,,,,,,615,,,,,,,,4
2024-03-26T00:08:00Z,,,,,,,,,,,,176,,,,,,,
2024-03-26T00:08:01Z,,,,,,,,,,,,,25,0,,,,,
2024-03-26T00:08:03Z,,,,,,,,,,,,,,,,0,,,
2024-03-26T00:10:08Z,,,,,,0,,,,,,,,,,,,,
2024-03-26T00:10:13Z,,,,,,,0,,,,,,,,,,,,
2024-03-26T00:14:57Z,-6.586436,,,71592,,,,,,,,,,,,,,,
2024-03-26T00:14:58Z,,,73.129379,,,,,,,,,,,,,,,,
2024-03-26T00:14:59Z,,,,,245861,,,,,,,,,,,,,,
2024-03-26T00:15:03Z,,,,,,,,,,6,,,,,,,,,
2024-03-26T00:15:04Z,,,,,,,,7,,,,,,,,,,,
2024-03-26T00:15:05Z,,,,,,,,,7,,,,,,,,6,,
2024-03-26T00:15:06Z,,,,,,,,,,,,,,,,,,7,
2024-03-26T00:15:07Z,,,,,,,,,,,,,,,,,,,7
2024-03-26T00:15:08Z,,,,,,,,,,,792,244,,,,,,,
2024-03-26T00:15:09Z,,,,,,,,,,,,,24,,,,,,
2024-03-26T00:15:10Z,,,,,,,,,,,,,,2,,,,,
2024-03-26T00:15:11Z,,,,,,,,,,,,,,,,0,,,
2024-03-26T00:17:12Z,,,,,,0,,,,,,,,,,,,,
2024-03-26T00:17:15Z,,,,,,,0,,,,,,,,,,,,
2024-03-26T00:22:05Z,-6.600393,,,71595,,,,,,,,,,,,,,,
2024-03-26T00:22:06Z,,,73.034904,,,,,,,,,,,,,,,,
2024-03-26T00:22:07Z,,,,,248075,,,,,,,,,,,,,,
2024-03-26T00:22:11Z,,,,,,,,,,4,,,,,,,,,
2024-03-26T00:22:12Z,,,,,,,,7,7,,,,,,,,,,
2024-03-26T00:22:13Z,,,,,,,,,,,,,,,,,4,,
2024-03-26T00:22:14Z,,,,,,,,,,,,,,,,,,7,
2024-03-26T00:22:15Z,,,,,,,,,,,765,,,,,,,,7
2024-03-26T00:22:16Z,,,,,,,,,,,,224,,,,,,,
2024-03-26T00:22:17Z,,,,,,,,,,,,,31,,,,,,
2024-03-26T00:22:18Z,,,,,,,,,,,,,,0,,,,,
2024-03-26T00:22:19Z,,,,,,,,,,,,,,,,0,,,
2024-03-26T00:24:16Z,,,,,,0,,,,,,,,,,,,,
2024-03-26T00:24:18Z,,,,,,,0,,,,,,,,,,,,
2024-03-26T00:29:13Z,-6.571845,,,71600,,,,,,,,,,,,,,,
2024-03-26T00:29:14Z,,,73.45311,,,,,,,,,,,,,,,,
2024-03-26T00:29:15Z,,,,,245496,,,,,,,,,,,,,,
2024-03-26T00:29:19Z,,,,,,,,,,2,,,,,,,,,
2024-03-26T00:29:20Z,,,,,,,,3,,,,,,,,,,,
2024-03-26T00:29:21Z,,,,,,,,,3,,,,,,,,2,,
2024-03-26T00:29:22Z,,,,,,,,,,,,,,,,,,3,
2024-03-26T00:29:23Z,,,,,,,,,,,,,,,,,,,3
2024-03-26T00:29:24Z,,,,,,,,,,,507,142,,,,,,,
2024-03-26T00:29:25Z,,,,,,,,,,,,,18,,,,,,
2024-03-26T00:29:26Z,,,,,,,,,,,,,,0,,,,,
2024-03-26T00:29:27Z,,,,,,,,,,,,,,,,0,,,
2024-03-26T00:31:19Z,,,,,,0,,,,,,,,,,,,,
2024-03-26T00:31:22Z,,,,,,,0,,,,,,,,,,,,
2024-03-26T00:36:21Z,-6.676836,,,,,,,,,,,,,,,,,,
2024-03-26T00:36:22Z,,,,71607,,,,,,,,,,,,,,,
2024-03-26T00:36:23Z,,,73.090981,,245496,,,,,,,,,,,,,,
2024-03-26T00:36:27Z,,,,,,,,,,2,,,,,,,,,
2024-03-26T00:36:28Z,,,,,,,,2,,,,,,,,,,,
2024-03-26T00:36:29Z,,,,,,,,,2,,,,,,,,,,
2024-03-26T00:36:30Z,,,,,,,,,,,,,,,,,2,2,
2024-03-26T00:36:31Z,,,,,,,,,,,,,,,,,,,2
2024-03-26T00:36:32Z,,,,,,,,,,,492,,,,,,,,
2024-03-26T00:36:33Z,,,,,,,,,,,,137,,,,,,,
2024-03-26T00:36:34Z,,,,,,,,,,,,,10,0,,,,,
2024-03-26T00:36:36Z,,,,,,,,,,,,,,,,0,,,
